Unnamed: 1,ARPITA,ABDUS SADEK,NALIN CHANDRA,RANEN,DR. SUKANTA MAJUMDA,NARAN,NUBASH CHANDRA,BIREN,MANAS CHAKRABO,RANJIT KR.,RANENDRA,BIBHUTI,MUSLIMA,Total of valid,No. of rejected,NOTA,Total no. of votes,No. of Tendered,Unnamed: 20
1,483,81,3,92,14,1,2,0,0,1,0,1,2,680,0,5,685,0,
2,441,59,2,20,67,1,1,0,0,0,0,0,2,593,0,2,595,0,
3,408,72,3,20,30,1,1,0,0,0,0,0,5,540,0,3,543,0,
4,365,60,3,46,12,2,0,0,0,0,2,2,2,494,0,8,502,0,
5,494,56,3,327,56,2,4,3,1,1,6,4,6,963,0,24,987,0,
6,348,80,7,167,13,0,3,0,1,1,0,4,2,626,0,9,635,0,
7,719,36,1,15,37,3,3,1,0,0,1,3,4,823,0,12,835,0,
8,470,210,3,4,35,0,0,0,0,2,0,1,1,726,0,7,733,0,
9,601,195,3,20,20,1,0,0,0,1,1,3,3,848,0,11,859,0,
10,521,39,2,8,35,3,0,1,0,1,0,0,5,615,0,4,619,0,
11,399,21,1,7,559,4,0,1,2,4,1,4,6,1009,0,13,1022,0,
12,322,5,2,12,659,9,2,0,1,1,1,2,4,1020,0,6,1026,0,
13,435,83,3,148,222,9,4,0,1,3,7,5,8,928,0,16,944,0,
14,592,90,3,184,13,4,4,2,2,2,0,3,2,901,0,13,914,0,
15,541,93,3,190,58,1,4,0,0,2,2,1,1,896,0,11,907,0,
16,483,103,1,121,62,2,2,1,3,1,0,3,4,786,0,5,791,0,
17,575,114,1,34,40,2,3,0,0,1,3,1,3,777,0,9,786,0,
18,179,4,0,14,313,1,0,0,1,0,2,3,3,520,0,8,528,0,
19,570,42,4,73,234,6,2,2,1,3,2,3,2,944,0,22,966,0,
20,598,154,6,39,55,1,3,0,2,1,0,3,6,868,0,19,887,0,
21,543,47,2,15,184,1,0,1,0,2,0,1,2,798,0,11,809,0,
22,499,80,0,23,289,4,1,1,0,3,0,1,3,904,0,11,915,0,
23,310,2,0,6,352,2,2,0,0,0,1,1,0,676,0,6,682,0,
24,582,16,2,83,15,0,0,0,0,0,2,0,0,700,0,7,707,0,
25,798,36,1,"             ""22",109,2,1,0,1,1,3,1,1,976,0,18,994,0,
26,403,24,1,5,242,3,0,0,0,1,0,0,3,682,0,4,686,0,
27,161,4,0,3,444,1,0,0,0,3,0,1,3,620,0,3,623,0,
28,341,4,3,7,473,4,0,1,0,0,1,1,2,837,0,7,844,0,
29,310,8,4,9,322,3,0,1,1,3,1,1,7,670,0,6,676,0,
30,219,4,3,23,803,5,3,2,2,3,2,6,1,1076,0,12,1088,0,
31,469,10,2,13,640,4,0,1,0,4,2,1,3,1149,0,15,1164,0,
32,519,123,1,56,247,5,3,1,1,4,1,2,9,972,0,11,983,0,
33,273,7,0,2,440,4,0,0,0,0,0,1,0,727,0,8,735,0,
34,249,1,0,5,321,2,0,0,1,1,2,3,0,585,0,4,589,0,
35,288,46,0,3,167,1,1,0,0,1,0,1,2,510,0,7,517,0,
36,571,86,6,11,269,1,2,0,0,1,4,1,1,953,0,6,959,0,
37,390,178,3,5,58,0,1,0,0,1,1,7,2,646,0,6,652,0,
38,194,22,0,1,388,2,0,1,0,1,3,0,4,616,0,7,623,0,
39,223,8,3,8,346,1,1,0,0,3,0,1,6,600,0,7,607,0,
40,155,3,1,6,341,2,0,0,0,1,0,0,2,511,0,6,517,0,
41,231,1,3,4,378,2,1,0,0,1,1,3,2,627,0,7,634,0,
42,181,4,1,3,485,9,2,0,0,2,0,1,2,690,0,5,695,0,
43,327,26,0,1,189,1,0,1,0,0,3,3,3,554,0,8,562,0,
44,456,124,2,15,23,0,0,0,0,0,1,6,3,630,0,12,642,0,
45,118,22,1,43,448,3,1,1,2,0,2,0,3,644,0,2,646,0,
46,297,134,1,4,113,1,0,0,1,1,1,1,3,557,0,5,562,0,
47,318,6,4,13,705,3,1,1,0,1,0,5,5,1062,0,11,1073,0,
48,205,8,3,13,619,6,0,1,0,3,2,0,6,866,0,5,871,0,
49,205,14,2,21,485,6,0,1,1,2,0,1,1,739,0,8,747,0,
50,281,33,1,9,457,1,0,2,3,5,2,1,4,799,0,9,808,0,
51,300,10,2,17,761,2,0,1,0,9,2,1,3,1108,0,7,1115,0,
52,375,10,0,12,571,9,2,1,2,3,2,6,0,993,0,10,1003,0,
53,383,4,0,11,644,5,2,1,3,4,1,6,2,1066,0,14,1080,0,
54,324,9,1,18,615,5,1,0,0,3,1,5,3,985,0,7,992,0,
55,224,5,2,6,516,7,4,2,0,3,3,4,2,778,0,8,786,0,
56,345,12,1,5,532,11,0,1,1,3,3,0,6,920,0,15,935,0,
57,206,3,0,1,455,4,1,0,1,6,0,1,1,679,0,3,682,0,
58,372,5,0,8,560,5,1,2,0,2,2,9,4,970,0,6,976,0,
59,505,130,5,20,424,4,1,1,0,3,7,18,0,1118,0,10,1128,0,
60,386,48,1,20,48,2,2,0,1,1,1,2,4,516,0,5,521,0,
61,482,47,4,94,233,2,0,0,1,0,0,21,3,887,0,15,902,0,
62,538,90,0,19,218,2,0,0,2,1,1,1,1,873,0,8,881,0,
63,172,2,1,6,140,0,0,1,0,1,0,3,4,330,0,0,330,0,
64,457,81,1,5,264,5,0,0,0,0,0,0,3,816,0,7,823,0,
65,505,88,1,35,439,8,1,1,2,0,2,1,5,1088,0,8,1096,0,
66,638,149,3,21,7,0,0,0,0,1,0,0,5,824,0,15,839,0,
67,316,21,3,10,547,6,1,2,0,1,0,5,3,915,0,5,920,0,
68,205,14,5,112,424,6,2,2,1,4,3,3,5,786,0,17,803,0,
69,235,12,1,109,407,7,2,3,2,1,1,5,4,789,0,12,801,0,
70,163,3,0,9,494,4,0,0,0,0,0,1,2,676,0,1,677,0,
71,168,1,0,15,426,5,2,0,2,0,0,1,2,622,0,5,627,0,
72,249,5,2,14,546,1,0,3,2,2,2,1,8,835,0,6,841,0,
73,168,3,1,7,389,4,0,1,0,1,0,2,1,577,0,2,579,0,
74,261,2,0,18,393,7,1,0,0,2,1,1,4,690,0,10,700,0,
75,260,2,0,2,329,6,1,0,0,1,2,6,4,613,0,4,617,0,
76,473,24,2,20,398,8,1,2,2,6,4,92,5,1037,0,15,1052,0,
77,338,4,2,9,410,4,0,2,0,1,0,12,1,783,0,6,789,0,
78,281,6,0,21,739,9,1,1,3,5,0,16,6,1088,0,9,1097,0,
79,239,8,1,2,304,5,1,0,0,1,0,12,1,574,0,5,579,0,
80,308,8,2,12,664,9,1,0,0,4,1,6,6,1021,0,18,1039,0,
81,396,6,0,4,462,7,1,0,0,0,3,2,8,889,0,5,894,0,
82,452,8,1,27,644,6,5,2,2,4,2,4,5,1162,0,17,1179,0,
83,430,8,4,7,636,12,2,2,4,6,1,9,11,1132,0,15,1147,0,
84,462,20,5,18,339,3,2,1,1,2,3,34,8,898,0,8,906,0,
85,528,14,4,11,566,7,2,0,1,1,1,13,3,1151,0,8,1159,0,
86,304,3,0,36,507,8,1,0,0,3,2,11,4,879,0,8,887,0,
87,365,24,3,16,547,1,4,0,0,3,0,2,0,965,0,8,973,0,
88,228,2,0,11,80,1,0,0,1,1,0,79,1,404,0,3,407,0,
89,356,8,3,13,383,2,1,3,0,0,2,2,3,776,0,13,789,0,
90,522,59,1,16,451,6,3,1,4,3,3,2,2,1073,0,16,1089,0,
91,495,33,1,45,298,3,1,1,0,1,2,2,6,888,0,10,898,0,
