pc_id,pc_name,ac_id,ac_name,Booth,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Total of Valid Votes,No.of rejected Votes (Test votes),Votes for NOTA option,Total,No. of Tendered Votes
13,Kandhamal,86,G. Udayagiri,134,,,,,,,,7,1,232,127,1,1,369,0,1,370,0
13,Kandhamal,86,G. Udayagiri,135,,,,,,,,19,3,254,534,8,1,819,0,4,823,0
13,Kandhamal,86,G. Udayagiri,136,,,,,,,,2,1,306,227,4,1,541,0,3,544,0
13,Kandhamal,86,G. Udayagiri,137,,,,,,,,73,3,419,204,2,4,705,0,5,710,0
13,Kandhamal,86,G. Udayagiri,139,,,,,,,,24,5,375,422,3,3,832,0,2,834,0
13,Kandhamal,86,G. Udayagiri,140,,,,,,,,162,10,385,394,6,16,973,0,9,982,0
13,Kandhamal,86,G. Udayagiri,141,,,,,,,,79,7,454,363,6,6,915,0,7,922,0
13,Kandhamal,86,G. Udayagiri,142,,,,,,,,15,2,356,259,1,0,633,0,0,633,0
13,Kandhamal,86,G. Udayagiri,143,,,,,,,,11,0,182,191,2,2,388,0,2,390,0
13,Kandhamal,86,G. Udayagiri,144,,,,,,,,9,1,352,192,2,4,560,0,6,566,0
13,Kandhamal,86,G. Udayagiri,145,,,,,,,,102,1,373,325,7,4,812,0,2,814,0
13,Kandhamal,86,G. Udayagiri,146,,,,,,,,56,3,349,291,5,1,705,0,5,710,0
13,Kandhamal,86,G. Udayagiri,147,,,,,,,,1,1,179,140,1,1,323,0,1,324,0
13,Kandhamal,86,G. Udayagiri,149,,,,,,,,44,2,207,192,1,3,449,0,4,453,0
13,Kandhamal,86,G. Udayagiri,150,,,,,,,,25,5,443,262,1,3,739,0,5,744,0
13,Kandhamal,86,G. Udayagiri,151,,,,,,,,6,2,228,160,0,1,397,0,1,398,0
13,Kandhamal,86,G. Udayagiri,152,,,,,,,,98,13,301,336,13,17,778,0,12,790,0
13,Kandhamal,86,G. Udayagiri,153,,,,,,,,26,2,393,301,2,2,726,0,6,732,0
13,Kandhamal,86,G. Udayagiri,154,,,,,,,,42,5,387,290,6,8,738,0,8,746,0
13,Kandhamal,86,G. Udayagiri,155,,,,,,,,65,3,303,360,4,7,742,0,3,745,0
13,Kandhamal,86,G. Udayagiri,156,,,,,,,,78,7,418,404,10,10,927,0,13,940,0
13,Kandhamal,86,G. Udayagiri,157,,,,,,,,99,4,503,215,3,0,824,0,3,827,0
13,Kandhamal,86,G. Udayagiri,158,,,,,,,,46,3,295,191,3,2,540,0,3,543,0
13,Kandhamal,86,G. Udayagiri,159,,,,,,,,59,3,302,152,4,3,523,0,6,529,0
13,Kandhamal,86,G. Udayagiri,160,,,,,,,,44,5,491,395,1,3,939,0,5,944,0
13,Kandhamal,86,G. Udayagiri,161,,,,,,,,27,3,422,356,7,5,820,0,8,828,0
13,Kandhamal,86,G. Udayagiri,162,,,,,,,,11,2,364,88,1,2,468,0,2,470,0
13,Kandhamal,86,G. Udayagiri,163,,,,,,,,12,6,119,13,7,4,161,0,11,172,0
13,Kandhamal,86,G. Udayagiri,164,,,,,,,,43,5,356,417,10,6,837,0,4,841,0
13,Kandhamal,86,G. Udayagiri,165,,,,,,,,81,5,300,294,7,6,693,0,6,699,0
13,Kandhamal,86,G. Udayagiri,166,,,,,,,,30,4,220,144,3,1,402,0,0,402,0
13,Kandhamal,86,G. Udayagiri,167,,,,,,,,66,3,310,129,3,4,515,0,3,518,0
13,Kandhamal,86,G. Udayagiri,168,,,,,,,,120,2,303,166,5,6,602,0,5,607,0
13,Kandhamal,86,G. Udayagiri,169,,,,,,,,6,6,136,87,4,4,243,0,3,246,0
13,Kandhamal,86,G. Udayagiri,170,,,,,,,,13,2,369,203,2,0,589,0,6,595,0
13,Kandhamal,86,G. Udayagiri,171,,,,,,,,99,6,155,102,5,4,371,0,2,373,0
13,Kandhamal,86,G. Udayagiri,172,,,,,,,,137,14,414,424,11,11,1011,0,6,1017,0
13,Kandhamal,86,G. Udayagiri,173,,,,,,,,31,7,622,309,6,5,980,0,9,989,0
13,Kandhamal,86,G. Udayagiri,174,,,,,,,,12,1,481,183,2,0,679,0,0,679,0
13,Kandhamal,86,G. Udayagiri,175,,,,,,,,27,1,326,73,1,2,430,0,1,431,0
13,Kandhamal,86,G. Udayagiri,176,,,,,,,,46,13,416,361,12,8,856,0,5,861,0
13,Kandhamal,86,G. Udayagiri,177,,,,,,,,28,8,390,233,4,7,670,0,7,677,0
13,Kandhamal,86,G. Udayagiri,178,,,,,,,,46,7,369,363,5,16,806,0,16,822,0
13,Kandhamal,86,G. Udayagiri,179,,,,,,,,29,6,397,320,15,2,769,0,8,777,0
13,Kandhamal,86,G. Udayagiri,180,,,,,,,,27,10,306,252,4,4,603,0,4,607,0
13,Kandhamal,86,G. Udayagiri,181,,,,,,,,17,1,137,127,1,2,285,0,1,286,0
13,Kandhamal,86,G. Udayagiri,182,,,,,,,,62,4,248,347,12,3,676,0,9,685,0
13,Kandhamal,86,G. Udayagiri,183,,,,,,,,12,0,211,82,3,4,312,0,8,320,0
13,Kandhamal,86,G. Udayagiri,184,,,,,,,,113,3,626,201,8,7,958,0,6,964,0
13,Kandhamal,86,G. Udayagiri,185,,,,,,,,87,8,399,280,11,13,798,0,5,803,0
13,Kandhamal,86,G. Udayagiri,186,,,,,,,,14,2,282,144,7,2,451,0,4,455,0
13,Kandhamal,86,G. Udayagiri,187,,,,,,,,85,3,349,292,4,2,735,0,0,735,0
13,Kandhamal,86,G. Udayagiri,188,,,,,,,,79,14,400,174,6,2,675,0,2,677,0
13,Kandhamal,86,G. Udayagiri,189,,,,,,,,68,7,419,117,4,4,619,0,2,621,0
13,Kandhamal,86,G. Udayagiri,190,,,,,,,,141,1,405,209,6,5,767,0,11,778,0
13,Kandhamal,86,G. Udayagiri,191,,,,,,,,40,9,538,190,3,5,785,0,3,788,0
13,Kandhamal,86,G. Udayagiri,192,,,,,,,,46,2,155,80,0,0,283,0,0,283,0
13,Kandhamal,86,G. Udayagiri,193,,,,,,,,70,2,292,151,1,2,518,0,3,521,0
13,Kandhamal,86,G. Udayagiri,194,,,,,,,,89,10,336,344,9,7,795,0,8,803,0
