pc_id,pc_name,ac_id,ac_name,BOOTH NO,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,NOTA,No. of Tendered votes,No. of rejected votes,Total,Total votespolled,Total of valid votes
7,Bhadrak,48,Dhamnagar,79,,,,,,,,233,207.0,2.0,1.0,2.0,0.0,0.0,0.0,445.0,nan,445.0
7,Bhadrak,48,Dhamnagar,80,,,,,,,,256,317.0,8.0,5.0,0.0,1.0,0.0,0.0,587.0,nan,586.0
7,Bhadrak,48,Dhamnagar,81,,,,,,,,329,164.0,16.0,2.0,2.0,1.0,0.0,0.0,514.0,nan,513.0
7,Bhadrak,48,Dhamnagar,82,,,,,,,,253,223.0,14.0,1.0,1.0,5.0,0.0,0.0,497.0,nan,492.0
7,Bhadrak,48,Dhamnagar,83,,,,,,,,289,182.0,6.0,3.0,1.0,2.0,0.0,0.0,483.0,nan,481.0
7,Bhadrak,48,Dhamnagar,84,,,,,,,,396,327.0,6.0,4.0,1.0,18.0,0.0,0.0,752.0,nan,734.0
7,Bhadrak,48,Dhamnagar,85,,,,,,,,412,171.0,16.0,3.0,2.0,8.0,0.0,0.0,612.0,nan,604.0
7,Bhadrak,48,Dhamnagar,86,,,,,,,,593,163.0,30.0,16.0,3.0,4.0,0.0,0.0,809.0,nan,805.0
7,Bhadrak,48,Dhamnagar,87,,,,,,,,229,200.0,5.0,4.0,4.0,7.0,0.0,0.0,449.0,nan,442.0
7,Bhadrak,48,Dhamnagar,88,,,,,,,,177,170.0,4.0,2.0,1.0,1.0,0.0,0.0,355.0,nan,354.0
7,Bhadrak,48,Dhamnagar,89,,,,,,,,314,288.0,1.0,1.0,3.0,1.0,0.0,0.0,608.0,nan,607.0
7,Bhadrak,48,Dhamnagar,90,,,,,,,,286,189.0,11.0,18.0,3.0,6.0,0.0,0.0,513.0,nan,507.0
7,Bhadrak,48,Dhamnagar,91,,,,,,,,429,204.0,14.0,2.0,2.0,19.0,0.0,0.0,670.0,nan,651.0
7,Bhadrak,48,Dhamnagar,92,,,,,,,,527,132.0,6.0,3.0,5.0,0.0,0.0,0.0,673.0,nan,673.0
7,Bhadrak,48,Dhamnagar,93,,,,,,,,441,210.0,11.0,1.0,10.0,14.0,0.0,0.0,687.0,nan,673.0
7,Bhadrak,48,Dhamnagar,94,,,,,,,,472,316.0,25.0,2.0,1.0,6.0,0.0,0.0,822.0,nan,816.0
7,Bhadrak,48,Dhamnagar,95,,,,,,,,500,255.0,21.0,4.0,1.0,6.0,0.0,0.0,787.0,nan,781.0
7,Bhadrak,48,Dhamnagar,96,,,,,,,,249,195.0,24.0,2.0,1.0,3.0,0.0,0.0,474.0,nan,471.0
7,Bhadrak,48,Dhamnagar,97,,,,,,,,221,164.0,7.0,1.0,2.0,1.0,0.0,0.0,396.0,nan,395.0
7,Bhadrak,48,Dhamnagar,98,,,,,,,,406,126.0,82.0,3.0,1.0,3.0,0.0,0.0,621.0,nan,618.0
7,Bhadrak,48,Dhamnagar,99,,,,,,,,324,124.0,38.0,2.0,0.0,7.0,0.0,0.0,495.0,nan,488.0
7,Bhadrak,48,Dhamnagar,100,,,,,,,,327,121.0,52.0,0.0,2.0,5.0,0.0,0.0,507.0,nan,502.0
7,Bhadrak,48,Dhamnagar,101,,,,,,,,362,247.0,27.0,2.0,11.0,10.0,0.0,0.0,659.0,nan,649.0
7,Bhadrak,48,Dhamnagar,102,,,,,,,,276,232.0,26.0,0.0,16.0,5.0,0.0,0.0,555.0,nan,550.0
7,Bhadrak,48,Dhamnagar,103,,,,,,,,331,171.0,21.0,0.0,2.0,7.0,0.0,0.0,532.0,nan,525.0
7,Bhadrak,48,Dhamnagar,104,,,,,,,,462,336.0,7.0,2.0,25.0,2.0,0.0,0.0,834.0,nan,832.0
7,Bhadrak,48,Dhamnagar,105,,,,,,,,355,319.0,22.0,0.0,5.0,6.0,0.0,0.0,707.0,nan,701.0
7,Bhadrak,48,Dhamnagar,106,,,,,,,,409,207.0,29.0,6.0,5.0,3.0,0.0,0.0,659.0,nan,656.0
7,Bhadrak,48,Dhamnagar,107,,,,,,,,364,319.0,99.0,5.0,6.0,3.0,0.0,0.0,796.0,nan,793.0
7,Bhadrak,48,Dhamnagar,108,,,,,,,,182,115.0,18.0,0.0,0.0,3.0,0.0,0.0,318.0,nan,315.0
7,Bhadrak,48,Dhamnagar,109,,,,,,,,281,107.0,8.0,3.0,3.0,1.0,0.0,0.0,403.0,nan,402.0
7,Bhadrak,48,Dhamnagar,110,,,,,,,,580,316.0,15.0,8.0,3.0,4.0,0.0,0.0,926.0,nan,922.0
7,Bhadrak,48,Dhamnagar,111,,,,,,,,402,177.0,8.0,0.0,3.0,10.0,0.0,0.0,600.0,nan,590.0
7,Bhadrak,48,Dhamnagar,112,,,,,,,,411,223.0,15.0,1.0,2.0,4.0,0.0,0.0,656.0,nan,652.0
7,Bhadrak,48,Dhamnagar,113,,,,,,,,345,258.0,14.0,2.0,3.0,5.0,0.0,0.0,627.0,nan,622.0
7,Bhadrak,48,Dhamnagar,114,,,,,,,,396,415.0,14.0,9.0,3.0,4.0,0.0,0.0,841.0,nan,837.0
7,Bhadrak,48,Dhamnagar,115,,,,,,,,279,240.0,11.0,0.0,0.0,9.0,0.0,0.0,539.0,nan,530.0
7,Bhadrak,48,Dhamnagar,116,,,,,,,,227,162.0,8.0,2.0,1.0,1.0,0.0,0.0,401.0,nan,400.0
7,Bhadrak,48,Dhamnagar,117,,,,,,,,479,347.0,43.0,3.0,2.0,6.0,0.0,0.0,880.0,nan,874.0
7,Bhadrak,48,Dhamnagar,118,,,,,,,,385,234.0,8.0,2.0,1.0,1.0,0.0,0.0,631.0,nan,630.0
7,Bhadrak,48,Dhamnagar,119,,,,,,,,210,188.0,12.0,0.0,2.0,1.0,0.0,0.0,413.0,nan,412.0
7,Bhadrak,48,Dhamnagar,120,,,,,,,,445,198.0,18.0,6.0,2.0,4.0,0.0,0.0,673.0,nan,669.0
7,Bhadrak,48,Dhamnagar,121,,,,,,,,300,195.0,4.0,0.0,1.0,3.0,0.0,0.0,503.0,nan,500.0
