pc_id,pc_name,ac_id,ac_name,Polling Booth No.,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Candidate 11,Candidate 12,Candidate 13,Total Valid Votes,No of rejected votes,NOTA,Total,No of tendered Votes
17,Puri,112,Nayagarh,108,,,,,,,,271,204.0,1.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,499.0,0.0,3.0,502.0,0.0
17,Puri,112,Nayagarh,109,,,,,,,,228,152.0,1.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,399.0,0.0,4.0,403.0,0.0
17,Puri,112,Nayagarh,110,,,,,,,,213,217.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,1.0,442.0,0.0
17,Puri,112,Nayagarh,111,,,,,,,,403,257.0,1.0,1.0,15.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,3.0,689.0,0.0,5.0,694.0,0.0
17,Puri,112,Nayagarh,112,,,,,,,,398,286.0,2.0,1.0,19.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,712.0,0.0,3.0,715.0,0.0
17,Puri,112,Nayagarh,113,,,,,,,,191,191.0,1.0,0.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,402.0,0.0,8.0,410.0,0.0
17,Puri,112,Nayagarh,114,,,,,,,,175,175.0,2.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,2.0,366.0,0.0
17,Puri,112,Nayagarh,115,,,,,,,,198,136.0,1.0,0.0,18.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,359.0,0.0,2.0,361.0,0.0
17,Puri,112,Nayagarh,116,,,,,,,,216,126.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,355.0,0.0
17,Puri,112,Nayagarh,117,,,,,,,,271,291.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,575.0,0.0,4.0,579.0,0.0
17,Puri,112,Nayagarh,118,,,,,,,,217,211.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,1.0,451.0,0.0
17,Puri,112,Nayagarh,119,,,,,,,,228,262.0,1.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,511.0,0.0,3.0,514.0,0.0
17,Puri,112,Nayagarh,120,,,,,,,,344,317.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,674.0,0.0,4.0,678.0,0.0
17,Puri,112,Nayagarh,121,,,,,,,,200,164.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,373.0,0.0,2.0,375.0,0.0
17,Puri,112,Nayagarh,122,,,,,,,,329,256.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,606.0,0.0,2.0,608.0,0.0
17,Puri,112,Nayagarh,123,,,,,,,,254,219.0,3.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,492.0,0.0,1.0,493.0,0.0
17,Puri,112,Nayagarh,124,,,,,,,,261,129.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,397.0,0.0,1.0,398.0,0.0
17,Puri,112,Nayagarh,125,,,,,,,,337,195.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,551.0,0.0,5.0,556.0,0.0
17,Puri,112,Nayagarh,126,,,,,,,,412,209.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,630.0,0.0,6.0,636.0,0.0
17,Puri,112,Nayagarh,127,,,,,,,,217,118.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,337.0,0.0,0.0,337.0,0.0
17,Puri,112,Nayagarh,128,,,,,,,,204,166.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,380.0,0.0,2.0,382.0,0.0
17,Puri,112,Nayagarh,129,,,,,,,,252,242.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,3.0,504.0,0.0
17,Puri,112,Nayagarh,130,,,,,,,,227,210.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,451.0,0.0,6.0,457.0,0.0
17,Puri,112,Nayagarh,131,,,,,,,,227,183.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,5.0,428.0,0.0
17,Puri,112,Nayagarh,132,,,,,,,,213,204.0,2.0,1.0,19.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,445.0,0.0,6.0,451.0,0.0
17,Puri,112,Nayagarh,133,,,,,,,,398,211.0,19.0,0.0,25.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,666.0,0.0,6.0,672.0,0.0
17,Puri,112,Nayagarh,134,,,,,,,,376,249.0,9.0,2.0,13.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,653.0,0.0,3.0,656.0,0.0
17,Puri,112,Nayagarh,135,,,,,,,,330,171.0,2.0,2.0,11.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,524.0,0.0,11.0,535.0,0.0
17,Puri,112,Nayagarh,136,,,,,,,,350,183.0,13.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,569.0,0.0,5.0,574.0,0.0
17,Puri,112,Nayagarh,137,,,,,,,,559,199.0,1.0,1.0,27.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,2.0,801.0,0.0,8.0,809.0,0.0
17,Puri,112,Nayagarh,138,,,,,,,,503,66.0,0.0,1.0,26.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,606.0,0.0,4.0,610.0,0.0
