pc_id,pc_name,ac_id,ac_name,Serial No. of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Total of Valid votes,No. of Rejected votes,NOTA,Total,No. of Tendered Votes
4,Keonjhar,23,Ghasipura,88,,,,,,,,291.0,37.0,206.0,7.0,3.0,2.0,0.0,73.0,619.0,0.0,5.0,624.0,0.0
4,Keonjhar,23,Ghasipura,89,,,,,,,,112.0,8.0,120.0,0.0,1.0,1.0,0.0,2.0,244.0,0.0,0.0,244.0,0.0
4,Keonjhar,23,Ghasipura,90,,,,,,,,67.0,29.0,78.0,4.0,2.0,30.0,0.0,87.0,297.0,0.0,2.0,299.0,0.0
4,Keonjhar,23,Ghasipura,91,,,,,,,,133.0,23.0,257.0,4.0,0.0,8.0,2.0,13.0,440.0,0.0,4.0,444.0,0.0
4,Keonjhar,23,Ghasipura,92,,,,,,,,274.0,34.0,251.0,2.0,0.0,3.0,1.0,3.0,568.0,0.0,2.0,570.0,0.0
4,Keonjhar,23,Ghasipura,93,,,,,,,,116.0,65.0,139.0,7.0,2.0,43.0,0.0,4.0,376.0,0.0,3.0,379.0,0.0
4,Keonjhar,23,Ghasipura,94,,,,,,,,141.0,32.0,263.0,4.0,2.0,70.0,6.0,21.0,539.0,0.0,5.0,544.0,0.0
4,Keonjhar,23,Ghasipura,95,,,,,,,,146.0,36.0,273.0,1.0,1.0,14.0,2.0,22.0,495.0,0.0,4.0,499.0,0.0
4,Keonjhar,23,Ghasipura,96,,,,,,,,342.0,64.0,317.0,4.0,4.0,2.0,2.0,19.0,754.0,0.0,2.0,756.0,0.0
4,Keonjhar,23,Ghasipura,97,,,,,,,,229.0,58.0,234.0,2.0,1.0,1.0,0.0,38.0,563.0,0.0,2.0,565.0,0.0
4,Keonjhar,23,Ghasipura,98,,,,,,,,102.0,13.0,184.0,6.0,1.0,1.0,0.0,24.0,331.0,0.0,1.0,332.0,0.0
4,Keonjhar,23,Ghasipura,99,,,,,,,,147.0,101.0,156.0,3.0,1.0,1.0,4.0,24.0,437.0,0.0,3.0,440.0,0.0
4,Keonjhar,23,Ghasipura,100,,,,,,,,237.0,71.0,230.0,1.0,0.0,5.0,1.0,29.0,574.0,0.0,2.0,576.0,0.0
4,Keonjhar,23,Ghasipura,101,,,,,,,,303.0,63.0,219.0,5.0,3.0,4.0,0.0,40.0,637.0,0.0,1.0,638.0,0.0
