pc_id,pc_name,ac_id,ac_name,Sl. No of Polling Station,Elec_male,Elec_Female,Elec_other,Elec_total,Votes_male,Votes_Female,vote_Other,Candidate 1,Candidate 2,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Total of valid votes,No. of Rejected votes,NOTA,Total,No. of tendered votes
16,Jagatsinghpur,105,Nimapara,34,,,,,,,,3.0,236.0,89.0,81.0,0.0,0.0,409,0,0.0,409,0.0
16,Jagatsinghpur,105,Nimapara,35,,,,,,,,7.0,218.0,126.0,110.0,0.0,1.0,462,0,0.0,462,0.0
16,Jagatsinghpur,105,Nimapara,36,,,,,,,,nan,nan,nan,nan,nan,nan,0,0,nan,0,0.0
16,Jagatsinghpur,105,Nimapara,37,,,,,,,,1.0,235.0,189.0,66.0,1.0,0.0,492,0,7.0,499,0.0
16,Jagatsinghpur,105,Nimapara,38,,,,,,,,2.0,198.0,188.0,103.0,1.0,0.0,492,0,1.0,493,0.0
16,Jagatsinghpur,105,Nimapara,39,,,,,,,,10.0,473.0,225.0,184.0,1.0,2.0,895,0,7.0,902,0.0
16,Jagatsinghpur,105,Nimapara,40,,,,,,,,6.0,583.0,228.0,154.0,7.0,4.0,982,0,2.0,984,0.0
16,Jagatsinghpur,105,Nimapara,41,,,,,,,,3.0,345.0,347.0,138.0,4.0,0.0,837,0,6.0,843,0.0
16,Jagatsinghpur,105,Nimapara,42,,,,,,,,3.0,197.0,152.0,100.0,1.0,0.0,453,0,5.0,458,0.0
16,Jagatsinghpur,105,Nimapara,43,,,,,,,,3.0,153.0,105.0,43.0,0.0,0.0,304,0,1.0,305,0.0
16,Jagatsinghpur,105,Nimapara,44,,,,,,,,2.0,177.0,60.0,71.0,3.0,0.0,313,0,0.0,313,0.0
16,Jagatsinghpur,105,Nimapara,45,,,,,,,,6.0,384.0,230.0,121.0,2.0,2.0,745,0,4.0,749,0.0
16,Jagatsinghpur,105,Nimapara,46,,,,,,,,2.0,376.0,112.0,217.0,0.0,0.0,707,0,1.0,708,0.0
16,Jagatsinghpur,105,Nimapara,47,,,,,,,,1.0,169.0,102.0,43.0,4.0,2.0,321,0,1.0,322,0.0
16,Jagatsinghpur,105,Nimapara,48,,,,,,,,0.0,307.0,96.0,47.0,2.0,1.0,453,0,4.0,457,0.0
16,Jagatsinghpur,105,Nimapara,49,,,,,,,,3.0,307.0,197.0,129.0,2.0,1.0,639,0,6.0,645,0.0
16,Jagatsinghpur,105,Nimapara,50,,,,,,,,2.0,119.0,66.0,96.0,0.0,0.0,283,0,1.0,284,0.0
16,Jagatsinghpur,105,Nimapara,51,,,,,,,,8.0,231.0,90.0,116.0,0.0,0.0,445,0,0.0,445,0.0
16,Jagatsinghpur,105,Nimapara,52,,,,,,,,3.0,188.0,47.0,99.0,3.0,1.0,341,0,5.0,346,0.0
16,Jagatsinghpur,105,Nimapara,53,,,,,,,,11.0,269.0,162.0,154.0,0.0,3.0,599,0,3.0,602,0.0
16,Jagatsinghpur,105,Nimapara,54,,,,,,,,4.0,344.0,240.0,231.0,2.0,5.0,826,0,10.0,836,0.0
16,Jagatsinghpur,105,Nimapara,55,,,,,,,,nan,nan,nan,nan,nan,nan,0,0,nan,0,0.0
16,Jagatsinghpur,105,Nimapara,56,,,,,,,,1.0,338.0,123.0,145.0,2.0,2.0,611,0,2.0,613,0.0
16,Jagatsinghpur,105,Nimapara,57,,,,,,,,3.0,258.0,169.0,50.0,1.0,0.0,481,0,0.0,481,0.0
16,Jagatsinghpur,105,Nimapara,58,,,,,,,,2.0,318.0,76.0,93.0,4.0,4.0,497,0,0.0,497,0.0
16,Jagatsinghpur,105,Nimapara,59,,,,,,,,0.0,120.0,37.0,63.0,0.0,0.0,220,0,3.0,223,0.0
16,Jagatsinghpur,105,Nimapara,60,,,,,,,,1.0,207.0,126.0,57.0,0.0,0.0,391,0,1.0,392,0.0
16,Jagatsinghpur,105,Nimapara,61,,,,,,,,5.0,411.0,307.0,93.0,3.0,2.0,821,0,0.0,821,0.0
16,Jagatsinghpur,105,Nimapara,62,,,,,,,,4.0,295.0,280.0,169.0,1.0,0.0,749,0,2.0,751,0.0
16,Jagatsinghpur,105,Nimapara,63,,,,,,,,7.0,361.0,135.0,181.0,1.0,2.0,687,0,3.0,690,0.0
16,Jagatsinghpur,105,Nimapara,64,,,,,,,,1.0,303.0,81.0,166.0,0.0,2.0,553,0,2.0,555,0.0
16,Jagatsinghpur,105,Nimapara,65,,,,,,,,0.0,367.0,72.0,176.0,2.0,0.0,617,0,0.0,617,0.0
16,Jagatsinghpur,105,Nimapara,66,,,,,,,,3.0,386.0,189.0,112.0,1.0,1.0,692,0,12.0,704,0.0
16,Jagatsinghpur,105,Nimapara,67,,,,,,,,5.0,283.0,182.0,141.0,4.0,1.0,616,0,4.0,620,0.0
16,Jagatsinghpur,105,Nimapara,68,,,,,,,,2.0,228.0,163.0,79.0,1.0,0.0,473,0,1.0,474,0.0
16,Jagatsinghpur,105,Nimapara,69,,,,,,,,2.0,361.0,335.0,126.0,5.0,3.0,832,0,1.0,833,0.0
16,Jagatsinghpur,105,Nimapara,70,,,,,,,,7.0,298.0,201.0,166.0,1.0,2.0,675,0,2.0,677,0.0
16,Jagatsinghpur,105,Nimapara,71,,,,,,,,4.0,269.0,95.0,217.0,2.0,1.0,588,0,3.0,591,0.0
16,Jagatsinghpur,105,Nimapara,72,,,,,,,,3.0,283.0,120.0,235.0,5.0,4.0,650,0,2.0,652,0.0
16,Jagatsinghpur,105,Nimapara,73,,,,,,,,4.0,492.0,130.0,157.0,3.0,1.0,787,0,5.0,792,0.0
16,Jagatsinghpur,105,Nimapara,74,,,,,,,,1.0,378.0,125.0,134.0,3.0,2.0,643,0,3.0,646,0.0
16,Jagatsinghpur,105,Nimapara,75,,,,,,,,2.0,235.0,69.0,55.0,1.0,0.0,362,0,1.0,363,0.0
16,Jagatsinghpur,105,Nimapara,76,,,,,,,,1.0,206.0,64.0,42.0,0.0,0.0,313,0,2.0,315,0.0
16,Jagatsinghpur,105,Nimapara,77,,,,,,,,30.0,379.0,218.0,83.0,3.0,1.0,714,0,3.0,717,0.0
16,Jagatsinghpur,105,Nimapara,78,,,,,,,,3.0,291.0,131.0,58.0,1.0,0.0,484,0,0.0,484,0.0
16,Jagatsinghpur,105,Nimapara,79,,,,,,,,2.0,293.0,94.0,119.0,1.0,0.0,509,0,2.0,511,0.0
16,Jagatsinghpur,105,Nimapara,80,,,,,,,,112.0,177.0,99.0,71.0,0.0,0.0,459,0,0.0,459,0.0
16,Jagatsinghpur,105,Nimapara,81,,,,,,,,11.0,393.0,210.0,83.0,1.0,0.0,698,0,1.0,699,0.0
16,Jagatsinghpur,105,Nimapara,82,,,,,,,,2.0,187.0,129.0,72.0,1.0,1.0,392,0,2.0,394,0.0
16,Jagatsinghpur,105,Nimapara,83,,,,,,,,8.0,316.0,134.0,73.0,2.0,1.0,534,0,1.0,535,0.0
16,Jagatsinghpur,105,Nimapara,84,,,,,,,,3.0,126.0,159.0,73.0,2.0,1.0,364,0,0.0,364,0.0
16,Jagatsinghpur,105,Nimapara,85,,,,,,,,1.0,234.0,58.0,56.0,0.0,0.0,349,0,0.0,349,0.0
16,Jagatsinghpur,105,Nimapara,86,,,,,,,,0.0,255.0,65.0,52.0,0.0,0.0,372,0,2.0,374,0.0
16,Jagatsinghpur,105,Nimapara,87,,,,,,,,6.0,337.0,247.0,153.0,1.0,0.0,744,0,2.0,746,0.0
16,Jagatsinghpur,105,Nimapara,88,,,,,,,,1.0,297.0,126.0,218.0,0.0,5.0,647,0,9.0,656,0.0
16,Jagatsinghpur,105,Nimapara,89,,,,,,,,2.0,388.0,126.0,152.0,0.0,0.0,668,0,1.0,669,0.0
16,Jagatsinghpur,105,Nimapara,90,,,,,,,,1.0,481.0,231.0,63.0,1.0,1.0,778,0,2.0,780,0.0
16,Jagatsinghpur,105,Nimapara,91,,,,,,,,7.0,479.0,245.0,53.0,1.0,0.0,785,0,4.0,789,0.0
16,Jagatsinghpur,105,Nimapara,92,,,,,,,,2.0,239.0,265.0,32.0,0.0,0.0,538,0,2.0,540,0.0
16,Jagatsinghpur,105,Nimapara,93,,,,,,,,2.0,223.0,213.0,115.0,3.0,0.0,556,0,4.0,560,0.0
16,Jagatsinghpur,105,Nimapara,94,,,,,,,,5.0,356.0,440.0,94.0,1.0,1.0,897,0,11.0,908,0.0
16,Jagatsinghpur,105,Nimapara,95,,,,,,,,3.0,375.0,103.0,67.0,1.0,1.0,550,0,3.0,553,0.0
16,Jagatsinghpur,105,Nimapara,96,,,,,,,,4.0,435.0,362.0,194.0,2.0,1.0,998,0,4.0,1002,0.0
16,Jagatsinghpur,105,Nimapara,97,,,,,,,,2.0,436.0,234.0,172.0,6.0,0.0,850,0,12.0,862,0.0
16,Jagatsinghpur,105,Nimapara,98,,,,,,,,3.0,271.0,179.0,170.0,4.0,1.0,628,0,4.0,632,0.0
16,Jagatsinghpur,105,Nimapara,99,,,,,,,,7.0,400.0,248.0,144.0,4.0,3.0,806,0,4.0,810,0.0
16,Jagatsinghpur,105,Nimapara,100,,,,,,,,1.0,312.0,259.0,146.0,0.0,0.0,718,0,0.0,718,0.0
16,Jagatsinghpur,105,Nimapara,101,,,,,,,,0.0,337.0,254.0,105.0,2.0,1.0,699,0,1.0,700,0.0
16,Jagatsinghpur,105,Nimapara,102,,,,,,,,3.0,351.0,255.0,78.0,2.0,1.0,690,0,3.0,693,0.0
16,Jagatsinghpur,105,Nimapara,103,,,,,,,,2.0,286.0,168.0,62.0,0.0,0.0,518,0,2.0,520,0.0
16,Jagatsinghpur,105,Nimapara,104,,,,,,,,3.0,285.0,102.0,44.0,0.0,1.0,435,0,0.0,435,0.0
16,Jagatsinghpur,105,Nimapara,105,,,,,,,,2.0,98.0,134.0,22.0,0.0,0.0,256,0,0.0,256,0.0
16,Jagatsinghpur,105,Nimapara,106,,,,,,,,0.0,171.0,115.0,15.0,1.0,0.0,302,0,2.0,304,0.0
16,Jagatsinghpur,105,Nimapara,107,,,,,,,,2.0,420.0,261.0,96.0,0.0,0.0,779,0,2.0,781,0.0
16,Jagatsinghpur,105,Nimapara,108,,,,,,,,5.0,531.0,194.0,150.0,4.0,1.0,885,0,3.0,888,0.0
16,Jagatsinghpur,105,Nimapara,109,,,,,,,,4.0,271.0,140.0,63.0,1.0,1.0,480,0,1.0,481,0.0
16,Jagatsinghpur,105,Nimapara,110,,,,,,,,2.0,243.0,247.0,82.0,0.0,0.0,574,0,2.0,576,0.0
16,Jagatsinghpur,105,Nimapara,111,,,,,,,,2.0,289.0,160.0,124.0,1.0,0.0,576,0,2.0,578,0.0
16,Jagatsinghpur,105,Nimapara,112,,,,,,,,0.0,231.0,66.0,55.0,0.0,0.0,352,0,0.0,352,0.0
16,Jagatsinghpur,105,Nimapara,113,,,,,,,,0.0,506.0,34.0,98.0,0.0,0.0,638,0,3.0,641,0.0
16,Jagatsinghpur,105,Nimapara,114,,,,,,,,3.0,324.0,213.0,109.0,0.0,0.0,649,0,2.0,651,0.0
16,Jagatsinghpur,105,Nimapara,115,,,,,,,,5.0,191.0,130.0,68.0,0.0,0.0,394,0,0.0,394,0.0
16,Jagatsinghpur,105,Nimapara,116,,,,,,,,4.0,407.0,59.0,146.0,3.0,0.0,619,0,3.0,622,0.0
16,Jagatsinghpur,105,Nimapara,117,,,,,,,,3.0,402.0,89.0,103.0,0.0,1.0,598,0,3.0,601,0.0
16,Jagatsinghpur,105,Nimapara,118,,,,,,,,7.0,460.0,278.0,78.0,3.0,3.0,829,0,26.0,855,0.0
16,Jagatsinghpur,105,Nimapara,119,,,,,,,,13.0,429.0,121.0,140.0,0.0,1.0,704,0,6.0,710,0.0
16,Jagatsinghpur,105,Nimapara,120,,,,,,,,1.0,215.0,36.0,209.0,1.0,0.0,462,0,3.0,465,0.0
16,Jagatsinghpur,105,Nimapara,121,,,,,,,,10.0,374.0,409.0,103.0,3.0,2.0,901,0,2.0,903,0.0
16,Jagatsinghpur,105,Nimapara,122,,,,,,,,3.0,241.0,182.0,99.0,1.0,0.0,526,0,4.0,530,0.0
16,Jagatsinghpur,105,Nimapara,123,,,,,,,,5.0,278.0,326.0,95.0,0.0,0.0,704,0,1.0,705,0.0
16,Jagatsinghpur,105,Nimapara,124,,,,,,,,7.0,205.0,325.0,147.0,3.0,1.0,688,0,2.0,690,0.0
16,Jagatsinghpur,105,Nimapara,125,,,,,,,,4.0,377.0,119.0,130.0,3.0,0.0,633,0,4.0,637,0.0
16,Jagatsinghpur,105,Nimapara,126,,,,,,,,2.0,542.0,265.0,5.0,0.0,1.0,815,0,0.0,815,0.0
16,Jagatsinghpur,105,Nimapara,127,,,,,,,,2.0,289.0,158.0,86.0,2.0,1.0,538,0,4.0,542,0.0
16,Jagatsinghpur,105,Nimapara,128,,,,,,,,4.0,556.0,265.0,116.0,4.0,1.0,946,0,3.0,949,0.0
16,Jagatsinghpur,105,Nimapara,129,,,,,,,,7.0,628.0,158.0,119.0,2.0,7.0,921,0,8.0,929,0.0
16,Jagatsinghpur,105,Nimapara,130,,,,,,,,0.0,189.0,74.0,62.0,0.0,0.0,325,0,3.0,328,0.0
16,Jagatsinghpur,105,Nimapara,131,,,,,,,,2.0,193.0,161.0,54.0,0.0,1.0,411,0,3.0,414,0.0
16,Jagatsinghpur,105,Nimapara,132,,,,,,,,0.0,281.0,98.0,77.0,1.0,1.0,458,0,2.0,460,0.0
16,Jagatsinghpur,105,Nimapara,133,,,,,,,,2.0,477.0,227.0,74.0,1.0,1.0,782,0,1.0,783,0.0
16,Jagatsinghpur,105,Nimapara,134,,,,,,,,2.0,498.0,171.0,84.0,1.0,2.0,758,0,2.0,760,0.0
16,Jagatsinghpur,105,Nimapara,135,,,,,,,,2.0,251.0,106.0,190.0,0.0,0.0,549,0,1.0,550,0.0
16,Jagatsinghpur,105,Nimapara,136,,,,,,,,7.0,275.0,186.0,307.0,3.0,0.0,778,0,2.0,780,0.0
16,Jagatsinghpur,105,Nimapara,137,,,,,,,,5.0,306.0,168.0,61.0,1.0,0.0,541,0,0.0,541,0.0
16,Jagatsinghpur,105,Nimapara,138,,,,,,,,3.0,464.0,91.0,144.0,0.0,0.0,702,0,1.0,703,0.0
16,Jagatsinghpur,105,Nimapara,139,,,,,,,,0.0,369.0,119.0,88.0,0.0,0.0,576,0,3.0,579,0.0
16,Jagatsinghpur,105,Nimapara,140,,,,,,,,4.0,353.0,130.0,93.0,0.0,0.0,580,0,3.0,583,0.0
16,Jagatsinghpur,105,Nimapara,141,,,,,,,,5.0,404.0,326.0,3.0,1.0,1.0,740,0,1.0,741,0.0
16,Jagatsinghpur,105,Nimapara,142,,,,,,,,1.0,354.0,299.0,21.0,2.0,0.0,677,0,1.0,678,0.0
16,Jagatsinghpur,105,Nimapara,143,,,,,,,,5.0,504.0,240.0,15.0,0.0,1.0,765,0,1.0,766,0.0
16,Jagatsinghpur,105,Nimapara,144,,,,,,,,0.0,449.0,232.0,101.0,1.0,0.0,783,0,6.0,789,0.0
16,Jagatsinghpur,105,Nimapara,145,,,,,,,,7.0,548.0,243.0,55.0,0.0,1.0,854,0,3.0,857,0.0
16,Jagatsinghpur,105,Nimapara,146,,,,,,,,3.0,301.0,171.0,115.0,1.0,0.0,591,0,1.0,592,0.0
16,Jagatsinghpur,105,Nimapara,147,,,,,,,,0.0,292.0,275.0,65.0,1.0,1.0,634,0,0.0,634,0.0
16,Jagatsinghpur,105,Nimapara,148,,,,,,,,1.0,288.0,128.0,96.0,0.0,0.0,513,0,1.0,514,0.0
16,Jagatsinghpur,105,Nimapara,149,,,,,,,,1.0,283.0,247.0,40.0,0.0,0.0,571,0,0.0,571,0.0
16,Jagatsinghpur,105,Nimapara,150,,,,,,,,2.0,283.0,246.0,74.0,4.0,4.0,613,0,4.0,617,0.0
16,Jagatsinghpur,105,Nimapara,151,,,,,,,,4.0,384.0,172.0,95.0,0.0,0.0,655,0,0.0,655,0.0
16,Jagatsinghpur,105,Nimapara,152,,,,,,,,0.0,242.0,48.0,88.0,1.0,0.0,379,0,2.0,381,0.0
16,Jagatsinghpur,105,Nimapara,153,,,,,,,,0.0,164.0,43.0,62.0,0.0,0.0,269,0,1.0,270,0.0
16,Jagatsinghpur,105,Nimapara,154,,,,,,,,2.0,326.0,159.0,189.0,2.0,1.0,679,0,2.0,681,0.0
16,Jagatsinghpur,105,Nimapara,155,,,,,,,,2.0,220.0,102.0,136.0,2.0,1.0,463,0,4.0,467,0.0
16,Jagatsinghpur,105,Nimapara,156,,,,,,,,3.0,314.0,214.0,97.0,2.0,0.0,630,0,2.0,632,0.0
16,Jagatsinghpur,105,Nimapara,157,,,,,,,,1.0,217.0,169.0,119.0,3.0,1.0,510,0,13.0,523,0.0
16,Jagatsinghpur,105,Nimapara,158,,,,,,,,3.0,274.0,245.0,8.0,1.0,0.0,531,0,0.0,531,0.0
16,Jagatsinghpur,105,Nimapara,159,,,,,,,,2.0,326.0,377.0,36.0,1.0,1.0,743,0,3.0,746,0.0
16,Jagatsinghpur,105,Nimapara,160,,,,,,,,1.0,414.0,192.0,19.0,1.0,0.0,627,0,1.0,628,0.0
16,Jagatsinghpur,105,Nimapara,161,,,,,,,,3.0,624.0,226.0,4.0,2.0,0.0,859,0,1.0,860,0.0
16,Jagatsinghpur,105,Nimapara,162,,,,,,,,2.0,427.0,137.0,143.0,0.0,1.0,710,0,3.0,713,0.0
16,Jagatsinghpur,105,Nimapara,163,,,,,,,,0.0,307.0,50.0,30.0,0.0,0.0,387,0,0.0,387,0.0
16,Jagatsinghpur,105,Nimapara,164,,,,,,,,0.0,254.0,84.0,71.0,0.0,0.0,409,0,0.0,409,0.0
16,Jagatsinghpur,105,Nimapara,165,,,,,,,,1.0,201.0,159.0,62.0,3.0,1.0,427,0,1.0,428,0.0
16,Jagatsinghpur,105,Nimapara,166,,,,,,,,3.0,487.0,207.0,146.0,1.0,3.0,847,0,6.0,853,0.0
16,Jagatsinghpur,105,Nimapara,167,,,,,,,,2.0,308.0,311.0,125.0,0.0,2.0,748,0,4.0,752,0.0
16,Jagatsinghpur,105,Nimapara,168,,,,,,,,4.0,232.0,170.0,193.0,0.0,1.0,600,0,2.0,602,0.0
16,Jagatsinghpur,105,Nimapara,169,,,,,,,,5.0,291.0,172.0,153.0,0.0,1.0,622,0,5.0,627,0.0
16,Jagatsinghpur,105,Nimapara,170,,,,,,,,5.0,483.0,259.0,183.0,4.0,1.0,935,0,7.0,942,0.0
16,Jagatsinghpur,105,Nimapara,171,,,,,,,,2.0,418.0,185.0,230.0,0.0,0.0,835,0,5.0,840,0.0
16,Jagatsinghpur,105,Nimapara,172,,,,,,,,1.0,512.0,326.0,165.0,0.0,0.0,1004,0,5.0,1009,0.0
16,Jagatsinghpur,105,Nimapara,173,,,,,,,,13.0,530.0,362.0,111.0,0.0,0.0,1016,0,0.0,1016,0.0
16,Jagatsinghpur,105,Nimapara,174,,,,,,,,9.0,505.0,246.0,177.0,5.0,1.0,943,0,0.0,943,0.0
16,Jagatsinghpur,105,Nimapara,175,,,,,,,,3.0,149.0,122.0,58.0,0.0,0.0,332,0,1.0,333,0.0
16,Jagatsinghpur,105,Nimapara,176,,,,,,,,1.0,429.0,92.0,119.0,0.0,0.0,641,0,4.0,645,0.0
16,Jagatsinghpur,105,Nimapara,177,,,,,,,,0.0,346.0,135.0,45.0,0.0,0.0,526,0,0.0,526,0.0
16,Jagatsinghpur,105,Nimapara,178,,,,,,,,0.0,338.0,203.0,101.0,1.0,4.0,647,0,2.0,649,0.0
16,Jagatsinghpur,105,Nimapara,179,,,,,,,,2.0,495.0,357.0,83.0,0.0,0.0,937,0,2.0,939,0.0
16,Jagatsinghpur,105,Nimapara,180,,,,,,,,0.0,155.0,64.0,64.0,2.0,0.0,285,0,0.0,285,0.0
16,Jagatsinghpur,105,Nimapara,181,,,,,,,,5.0,197.0,369.0,94.0,3.0,1.0,669,0,5.0,674,0.0
16,Jagatsinghpur,105,Nimapara,182,,,,,,,,2.0,218.0,195.0,137.0,3.0,0.0,555,0,4.0,559,0.0
16,Jagatsinghpur,105,Nimapara,183,,,,,,,,6.0,334.0,279.0,76.0,0.0,1.0,696,0,2.0,698,0.0
16,Jagatsinghpur,105,Nimapara,184,,,,,,,,3.0,428.0,310.0,160.0,0.0,0.0,901,0,1.0,902,0.0
16,Jagatsinghpur,105,Nimapara,185,,,,,,,,1.0,375.0,128.0,122.0,5.0,0.0,631,0,5.0,636,0.0
16,Jagatsinghpur,105,Nimapara,186,,,,,,,,2.0,252.0,151.0,44.0,0.0,1.0,450,0,1.0,451,0.0
16,Jagatsinghpur,105,Nimapara,187,,,,,,,,3.0,246.0,224.0,105.0,1.0,0.0,579,0,4.0,583,0.0
16,Jagatsinghpur,105,Nimapara,188,,,,,,,,1.0,205.0,209.0,78.0,0.0,0.0,493,0,2.0,495,0.0
16,Jagatsinghpur,105,Nimapara,189,,,,,,,,7.0,412.0,436.0,125.0,1.0,2.0,983,0,6.0,989,0.0
16,Jagatsinghpur,105,Nimapara,190,,,,,,,,2.0,349.0,297.0,83.0,0.0,1.0,732,0,2.0,734,0.0
16,Jagatsinghpur,105,Nimapara,191,,,,,,,,2.0,221.0,109.0,97.0,1.0,1.0,431,0,2.0,433,0.0
16,Jagatsinghpur,105,Nimapara,192,,,,,,,,1.0,165.0,170.0,47.0,0.0,0.0,383,0,1.0,384,0.0
16,Jagatsinghpur,105,Nimapara,193,,,,,,,,0.0,261.0,146.0,71.0,0.0,1.0,479,0,0.0,479,0.0
16,Jagatsinghpur,105,Nimapara,194,,,,,,,,1.0,191.0,89.0,96.0,0.0,1.0,378,0,2.0,380,0.0
16,Jagatsinghpur,105,Nimapara,195,,,,,,,,1.0,242.0,64.0,121.0,1.0,2.0,431,0,0.0,431,0.0
16,Jagatsinghpur,105,Nimapara,196,,,,,,,,2.0,289.0,105.0,114.0,0.0,0.0,510,0,0.0,510,0.0
16,Jagatsinghpur,105,Nimapara,197,,,,,,,,4.0,258.0,215.0,129.0,2.0,5.0,613,0,7.0,620,0.0
16,Jagatsinghpur,105,Nimapara,198,,,,,,,,2.0,284.0,153.0,91.0,2.0,1.0,533,0,5.0,538,0.0
16,Jagatsinghpur,105,Nimapara,199,,,,,,,,2.0,294.0,363.0,133.0,5.0,2.0,799,0,8.0,807,0.0
16,Jagatsinghpur,105,Nimapara,200,,,,,,,,2.0,283.0,143.0,48.0,1.0,0.0,477,0,0.0,477,0.0
16,Jagatsinghpur,105,Nimapara,201,,,,,,,,4.0,255.0,254.0,49.0,0.0,0.0,562,0,1.0,563,0.0
16,Jagatsinghpur,105,Nimapara,202,,,,,,,,3.0,470.0,136.0,163.0,7.0,0.0,779,0,5.0,784,0.0
16,Jagatsinghpur,105,Nimapara,203,,,,,,,,5.0,525.0,311.0,139.0,1.0,2.0,983,0,2.0,985,0.0
16,Jagatsinghpur,105,Nimapara,204,,,,,,,,1.0,568.0,159.0,216.0,2.0,2.0,948,0,11.0,959,0.0
